"","day","date","daily","line","type","number"
"3101","Thursday",2012-03-29,12042,"orange","Average",4563
"3102","Friday",2012-03-30,13671,"orange","Average",4915
"3103","Saturday",2012-03-31,10095.5,"orange","Average",3740.5
"3104","Sunday",2012-04-01,7418.5,"orange","Average",3019
"3105","Monday",2012-04-02,12543.5,"orange","Average",4910
"3106","Tuesday",2012-04-03,13027.5,"orange","Average",5047
"3107","Wednesday",2012-04-04,12635,"orange","Average",4721.5
"3108","Thursday",2012-04-05,12090,"orange","Average",4570.5
"3109","Friday",2012-04-06,13020,"orange","Average",5540
"3110","Saturday",2012-04-07,10177,"orange","Average",4274.5
"3111","Sunday",2012-04-08,7152.5,"orange","Average",2904.5
"3112","Monday",2012-04-09,12864.5,"orange","Average",5121
"3113","Tuesday",2012-04-10,12300.5,"orange","Average",4838
"3114","Wednesday",2012-04-11,12848.5,"orange","Average",4752.5
"3115","Thursday",2012-04-12,12358.5,"orange","Average",4518.5
"3116","Friday",2012-04-13,14331.5,"orange","Average",5300
"3117","Saturday",2012-04-14,11206.5,"orange","Average",4217.5
"3118","Sunday",2012-04-15,7611,"orange","Average",2680
"3119","Monday",2012-04-16,12854.5,"orange","Average",4794
"3120","Tuesday",2012-04-17,12553.5,"orange","Average",4747
"3121","Wednesday",2012-04-18,12069.5,"orange","Average",4462.5
"3122","Thursday",2012-04-19,12255,"orange","Average",4356
"3123","Friday",2012-04-20,14349.5,"orange","Average",5514
"3124","Saturday",2012-04-21,10946,"orange","Average",4282.5
"3125","Sunday",2012-04-22,4844,"orange","Average",1842.5
"3126","Monday",2012-04-23,11805.5,"orange","Average",4458
"3127","Tuesday",2012-04-24,12119,"orange","Average",4466.5
"3128","Wednesday",2012-04-25,12923.5,"orange","Average",4704
"3129","Thursday",2012-04-26,12380,"orange","Average",4401.5
"3130","Friday",2012-04-27,14784,"orange","Average",5623
"3131","Saturday",2012-04-28,9500.5,"orange","Average",3555
"3132","Sunday",2012-04-29,7672,"orange","Average",2833.5
"3133","Monday",2012-04-30,11925.5,"orange","Average",4303.5
"3134","Tuesday",2012-05-01,12852.5,"orange","Average",4775
"3135","Wednesday",2012-05-02,12309.5,"orange","Average",4480
"3136","Thursday",2012-05-03,11762.5,"orange","Average",4599
"3137","Friday",2012-05-04,14172,"orange","Average",5241
"3138","Saturday",2012-05-05,11369.5,"orange","Average",4241
"3139","Sunday",2012-05-06,7171.5,"orange","Average",2808.5
"3140","Monday",2012-05-07,12415.5,"orange","Average",4633.5
"3141","Tuesday",2012-05-08,12231.5,"orange","Average",4600
"3142","Wednesday",2012-05-09,12600,"orange","Average",4732
"3143","Thursday",2012-05-10,12696.5,"orange","Average",4861.5
"3144","Friday",2012-05-11,14849,"orange","Average",5418
"3145","Saturday",2012-05-12,11022,"orange","Average",4355.5
"3146","Sunday",2012-05-13,6908,"orange","Average",2616.5
"3147","Monday",2012-05-14,11842.5,"orange","Average",4308.5
"3148","Tuesday",2012-05-15,12905,"orange","Average",4758
"3149","Wednesday",2012-05-16,13209,"orange","Average",4716.5
"3150","Thursday",2012-05-17,12529.5,"orange","Average",4772.5
"3151","Friday",2012-05-18,14512,"orange","Average",5145
"3152","Saturday",2012-05-19,11105,"orange","Average",4127
"3153","Sunday",2012-05-20,7969,"orange","Average",2908
"3154","Monday",2012-05-21,12257,"orange","Average",4379.5
"3155","Tuesday",2012-05-22,14285,"orange","Average",5273
"3156","Wednesday",2012-05-23,13648,"orange","Average",5026
"3157","Thursday",2012-05-24,13809.5,"orange","Average",4843
"3158","Friday",2012-05-25,16149.5,"orange","Average",5984.5
"3159","Saturday",2012-05-26,10379.5,"orange","Average",3654.5
"3160","Sunday",2012-05-27,9133,"orange","Average",3698.5
"3161","Monday",2012-05-28,8674.5,"orange","Average",3186
"3162","Tuesday",2012-05-29,12772,"orange","Average",4574
"3163","Wednesday",2012-05-30,13168,"orange","Average",4805.5
"3164","Thursday",2012-05-31,13285.5,"orange","Average",4808.5
"3165","Friday",2012-06-01,13262,"orange","Average",4796
"3166","Saturday",2012-06-02,11539,"orange","Average",4458
"3167","Sunday",2012-06-03,7553.5,"orange","Average",2616.5
"3168","Monday",2012-06-04,13342.5,"orange","Average",4799.5
"3169","Tuesday",2012-06-05,13625.5,"orange","Average",4762
"3170","Wednesday",2012-06-06,13532,"orange","Average",4872
"3171","Thursday",2012-06-07,11045,"orange","Average",3476
"3172","Friday",2012-06-08,16366.5,"orange","Average",5782.5
"3173","Saturday",2012-06-09,12897.5,"orange","Average",4820.5
"3174","Sunday",2012-06-10,8691.5,"orange","Average",3061.5
"3175","Monday",2012-06-11,12532,"orange","Average",4583.5
"3176","Tuesday",2012-06-12,13011,"orange","Average",3878.5
"3177","Wednesday",2012-06-13,15672.5,"orange","Average",5023
"3178","Thursday",2012-06-14,17580,"orange","Average",5617.5
"3179","Friday",2012-06-15,21951,"orange","Average",6926.5
"3180","Saturday",2012-06-16,22074.5,"orange","Average",6322
"3181","Sunday",2012-06-17,15224.5,"orange","Average",4008
"3182","Monday",2012-06-18,13967.5,"orange","Average",4853
"3183","Tuesday",2012-06-19,14775.5,"orange","Average",5039
"3184","Wednesday",2012-06-20,12913,"orange","Average",4475
"3185","Thursday",2012-06-21,12643,"orange","Average",4369
"3186","Friday",2012-06-22,15594.5,"orange","Average",6000
"3187","Saturday",2012-06-23,12488,"orange","Average",4441.5
"3188","Sunday",2012-06-24,8615.5,"orange","Average",2805
"3189","Monday",2012-06-25,13576,"orange","Average",4705.5
"3190","Tuesday",2012-06-26,14090,"orange","Average",4753
"3191","Wednesday",2012-06-27,14361.5,"orange","Average",5052.5
"3192","Thursday",2012-06-28,13895,"orange","Average",4883
"3193","Friday",2012-06-29,15699.5,"orange","Average",5922
"3194","Saturday",2012-06-30,11312,"orange","Average",4260
"3195","Sunday",2012-07-01,7762,"orange","Average",2807.5
"3196","Monday",2012-07-02,13982,"orange","Average",5088
"3197","Tuesday",2012-07-03,14716,"orange","Average",5550
"3198","Wednesday",2012-07-04,12124,"orange","Average",4267
"3199","Thursday",2012-07-05,13019.5,"orange","Average",4541.5
"3200","Friday",2012-07-06,15783,"orange","Average",5973
"3201","Saturday",2012-07-07,11211,"orange","Average",4489
"3202","Sunday",2012-07-08,7601.5,"orange","Average",2698.5
"3203","Monday",2012-07-09,13016.5,"orange","Average",4654.5
"3204","Tuesday",2012-07-10,13497,"orange","Average",4601
"3205","Wednesday",2012-07-11,13102.5,"orange","Average",4003
"3206","Thursday",2012-07-12,13657.5,"orange","Average",4222
"3207","Friday",2012-07-13,15934,"orange","Average",5253
"3208","Saturday",2012-07-14,11357,"orange","Average",3461.5
"3209","Sunday",2012-07-15,8507.5,"orange","Average",2914.5
"3210","Monday",2012-07-16,12348.5,"orange","Average",4495.5
"3211","Tuesday",2012-07-17,11394.5,"orange","Average",3679
"3212","Wednesday",2012-07-18,11696.5,"orange","Average",4604
"3213","Thursday",2012-07-19,12287,"orange","Average",4895
"3214","Friday",2012-07-20,12514.5,"orange","Average",5158.5
"3215","Saturday",2012-07-21,10230.5,"orange","Average",3642.5
"3216","Sunday",2012-07-22,8960,"orange","Average",3002.5
"3217","Monday",2012-07-23,11776,"orange","Average",4629.5
"3218","Tuesday",2012-07-24,13430.5,"orange","Average",4984
"3219","Wednesday",2012-07-25,13632.5,"orange","Average",4968
"3220","Thursday",2012-07-26,13255.5,"orange","Average",4748.5
"3221","Friday",2012-07-27,15555,"orange","Average",5654.5
"3222","Saturday",2012-07-28,12132.5,"orange","Average",4658
"3223","Sunday",2012-07-29,8636,"orange","Average",3109
"3224","Monday",2012-07-30,12683,"orange","Average",4867
"3225","Tuesday",2012-07-31,13118,"orange","Average",4871.5
"3226","Wednesday",2012-08-01,13668,"orange","Average",5218
"3227","Thursday",2012-08-02,12848.5,"orange","Average",4848.5
"3228","Friday",2012-08-03,15667.5,"orange","Average",5926
"3229","Saturday",2012-08-04,11744.5,"orange","Average",4360.5
"3230","Sunday",2012-08-05,7184,"orange","Average",2397.5
"3231","Monday",2012-08-06,12657,"orange","Average",4640.5
"3232","Tuesday",2012-08-07,13102.5,"orange","Average",4899.5
"3233","Wednesday",2012-08-08,12489.5,"orange","Average",4595
"3234","Thursday",2012-08-09,12677,"orange","Average",4651.5
"3235","Friday",2012-08-10,14130,"orange","Average",5101.5
"3236","Saturday",2012-08-11,11273,"orange","Average",4337.5
"3237","Sunday",2012-08-12,7662,"orange","Average",2632
"3238","Monday",2012-08-13,13103.5,"orange","Average",4789
"3239","Tuesday",2012-08-14,13329,"orange","Average",5171
"3240","Wednesday",2012-08-15,13814.5,"orange","Average",5036
"3241","Thursday",2012-08-16,14299,"orange","Average",5241.5
"3242","Friday",2012-08-17,14234,"orange","Average",4802
"3243","Saturday",2012-08-18,11135.5,"orange","Average",3929
"3244","Sunday",2012-08-19,6528,"orange","Average",1862.5
"3245","Monday",2012-08-20,12293.5,"orange","Average",3867.5
"3246","Tuesday",2012-08-21,12899,"orange","Average",4434.5
"3247","Wednesday",2012-08-22,13753.5,"orange","Average",4797
"3248","Thursday",2012-08-23,14615,"orange","Average",4865.5
"3249","Friday",2012-08-24,15852,"orange","Average",5448
"3250","Saturday",2012-08-25,11074.5,"orange","Average",4112
"3251","Sunday",2012-08-26,6434.5,"orange","Average",2188
"3252","Monday",2012-08-27,13154.5,"orange","Average",4706.5
"3253","Tuesday",2012-08-28,13038.5,"orange","Average",4594.5
"3254","Wednesday",2012-08-29,14595.5,"orange","Average",4943.5
"3255","Thursday",2012-08-30,9951.5,"orange","Average",3847
"3256","Friday",2012-08-31,10678,"orange","Average",3400.5
"3257","Saturday",2012-09-01,8430,"orange","Average",3054.5
"3258","Sunday",2012-09-02,5211,"orange","Average",1673.5
"3259","Monday",2012-09-03,5864,"orange","Average",2141
"3260","Tuesday",2012-09-04,12492,"orange","Average",3947.5
"3261","Wednesday",2012-09-05,13596,"orange","Average",4517.5
"3262","Thursday",2012-09-06,13202.5,"orange","Average",4352
"3263","Friday",2012-09-07,16714,"orange","Average",5717.5
"3264","Saturday",2012-09-08,12003,"orange","Average",4106.5
"3265","Sunday",2012-09-09,8042.5,"orange","Average",2356.5
"3266","Monday",2012-09-10,13778,"orange","Average",4736
"3267","Tuesday",2012-09-11,13536.5,"orange","Average",4616
"3268","Wednesday",2012-09-12,13871,"orange","Average",4603.5
"3269","Thursday",2012-09-13,13591.5,"orange","Average",4571
"3270","Friday",2012-09-14,15466.5,"orange","Average",5566.5
"3271","Saturday",2012-09-15,12687,"orange","Average",4524
"3272","Sunday",2012-09-16,6988.5,"orange","Average",2298
"3273","Monday",2012-09-17,12706,"orange","Average",4368.5
"3274","Tuesday",2012-09-18,11031.5,"orange","Average",3778.5
"3275","Wednesday",2012-09-19,13701.5,"orange","Average",4741
"3276","Thursday",2012-09-20,13581.5,"orange","Average",4591
"3277","Friday",2012-09-21,15690.5,"orange","Average",5522
"3278","Saturday",2012-09-22,11147,"orange","Average",3783
"3279","Sunday",2012-09-23,8555,"orange","Average",2804.5
"3280","Monday",2012-09-24,13839,"orange","Average",4722.5
"3281","Tuesday",2012-09-25,13263,"orange","Average",4358.5
"3282","Wednesday",2012-09-26,13746.5,"orange","Average",4679
"3283","Thursday",2012-09-27,14956,"orange","Average",4889
"3284","Friday",2012-09-28,15937,"orange","Average",4986.5
"3285","Saturday",2012-09-29,11717,"orange","Average",4183.5
"3286","Sunday",2012-09-30,7938.5,"orange","Average",2486
"3287","Monday",2012-10-01,13415.5,"orange","Average",4553.5
"3288","Tuesday",2012-10-02,11631,"orange","Average",3942.5
"3289","Wednesday",2012-10-03,13447.5,"orange","Average",4494
"3290","Thursday",2012-10-04,13573,"orange","Average",4525
"3291","Friday",2012-10-05,16125.5,"orange","Average",4850.5
"3292","Saturday",2012-10-06,11760,"orange","Average",4563.5
"3293","Sunday",2012-10-07,6141.5,"orange","Average",1929.5
"3294","Monday",2012-10-08,12141.5,"orange","Average",4038.5
"3295","Tuesday",2012-10-09,12750.5,"orange","Average",4282.5
"3296","Wednesday",2012-10-10,13687.5,"orange","Average",4708.5
"3297","Thursday",2012-10-11,13302.5,"orange","Average",4409
"3298","Friday",2012-10-12,15335.5,"orange","Average",5209.5
"3299","Saturday",2012-10-13,7381,"orange","Average",1793
"3300","Sunday",2012-10-14,7175.5,"orange","Average",2269.5
"3301","Monday",2012-10-15,12460.5,"orange","Average",4020.5
"3302","Tuesday",2012-10-16,12044,"orange","Average",3895.5
"3303","Wednesday",2012-10-17,13466.5,"orange","Average",4243.5
"3304","Thursday",2012-10-18,13491.5,"orange","Average",4217
"3305","Friday",2012-10-19,14318.5,"orange","Average",4629
"3306","Saturday",2012-10-20,11249.5,"orange","Average",3123
"3307","Sunday",2012-10-21,6962,"orange","Average",2152
"3308","Monday",2012-10-22,13003.5,"orange","Average",4434.5
"3309","Tuesday",2012-10-23,13379,"orange","Average",4355
"3310","Wednesday",2012-10-24,13522,"orange","Average",4315
"3311","Thursday",2012-10-25,13159.5,"orange","Average",4252
"3312","Friday",2012-10-26,14401.5,"orange","Average",4902.5
"3313","Saturday",2012-10-27,11616,"orange","Average",3865.5
"3314","Sunday",2012-10-28,5693.5,"orange","Average",1866
"3315","Monday",2012-10-29,NA,"orange","Average",0
"3316","Tuesday",2012-10-30,NA,"orange","Average",0
"3317","Wednesday",2012-10-31,NA,"orange","Average",4179
"3318","Thursday",2012-11-01,NA,"orange","Average",3915.5
"3319","Friday",2012-11-02,NA,"orange","Average",4622
"3320","Saturday",2012-11-03,NA,"orange","Average",3719.5
"3321","Sunday",2012-11-04,NA,"orange","Average",1851
"3322","Monday",2012-11-05,NA,"orange","Average",4005
"3323","Tuesday",2012-11-06,NA,"orange","Average",3757.5
"3324","Wednesday",2012-11-07,NA,"orange","Average",3600
"3325","Thursday",2012-11-08,NA,"orange","Average",3626
"3326","Friday",2012-11-09,NA,"orange","Average",4961
"3327","Saturday",2012-11-10,NA,"orange","Average",3718.5
"3328","Sunday",2012-11-11,NA,"orange","Average",2094
"3329","Monday",2012-11-12,NA,"orange","Average",3897
"3330","Tuesday",2012-11-13,NA,"orange","Average",3672
"3331","Wednesday",2012-11-14,NA,"orange","Average",4085.5
"3332","Thursday",2012-11-15,NA,"orange","Average",3984
"3333","Friday",2012-11-16,NA,"orange","Average",5056.5
"3334","Saturday",2012-11-17,NA,"orange","Average",3549.5
"3335","Sunday",2012-11-18,NA,"orange","Average",1842.5
"3336","Monday",2012-11-19,NA,"orange","Average",4019.5
"3337","Tuesday",2012-11-20,NA,"orange","Average",3951.5
"3338","Wednesday",2012-11-21,NA,"orange","Average",4037
"3339","Thursday",2012-11-22,NA,"orange","Average",0
"3340","Friday",2012-11-23,NA,"orange","Average",3839.5
"3341","Saturday",2012-11-24,NA,"orange","Average",2546.5
"3342","Sunday",2012-11-25,NA,"orange","Average",1600.5
"3343","Monday",2012-11-26,NA,"orange","Average",3881
"3344","Tuesday",2012-11-27,NA,"orange","Average",3320.5
"3345","Wednesday",2012-11-28,NA,"orange","Average",4007.5
"3346","Thursday",2012-11-29,NA,"orange","Average",3869.5
"3347","Friday",2012-11-30,NA,"orange","Average",4702
"3348","Saturday",2012-12-01,NA,"orange","Average",3199.5
"3349","Sunday",2012-12-02,NA,"orange","Average",1817
"3350","Monday",2012-12-03,NA,"orange","Average",3716
"3351","Tuesday",2012-12-04,NA,"orange","Average",3804.5
"3352","Wednesday",2012-12-05,NA,"orange","Average",3571.5
"3353","Thursday",2012-12-06,NA,"orange","Average",4095.5
"3354","Friday",2012-12-07,NA,"orange","Average",4410.5
"3355","Saturday",2012-12-08,NA,"orange","Average",3974
"3356","Sunday",2012-12-09,NA,"orange","Average",2040
"3357","Monday",2012-12-10,NA,"orange","Average",3693
"3358","Tuesday",2012-12-11,NA,"orange","Average",3687
"3359","Wednesday",2012-12-12,NA,"orange","Average",3864.5
"3360","Thursday",2012-12-13,NA,"orange","Average",3692
"3361","Friday",2012-12-14,NA,"orange","Average",4438.5
"3362","Saturday",2012-12-15,NA,"orange","Average",3397
"3363","Sunday",2012-12-16,NA,"orange","Average",1660.5
"3364","Monday",2012-12-17,NA,"orange","Average",3799
"3365","Tuesday",2012-12-18,NA,"orange","Average",3728.5
"3366","Wednesday",2012-12-19,NA,"orange","Average",3930
"3367","Thursday",2012-12-20,NA,"orange","Average",3363.5
"3368","Friday",2012-12-21,NA,"orange","Average",3756
"3369","Saturday",2012-12-22,NA,"orange","Average",2916.5
"3370","Sunday",2012-12-23,NA,"orange","Average",2046
"3371","Monday",2012-12-24,NA,"orange","Average",2015
"3372","Tuesday",2012-12-25,NA,"orange","Average",NA
"3373","Wednesday",2012-12-26,NA,"orange","Average",2194.5
"3374","Thursday",2012-12-27,NA,"orange","Average",3097.5
"3375","Friday",2012-12-28,NA,"orange","Average",4083
"3376","Saturday",2012-12-29,NA,"orange","Average",2532
"3377","Sunday",2012-12-30,NA,"orange","Average",1865.5
"3378","Monday",2012-12-31,NA,"orange","Average",4092
"3379","Tuesday",2013-01-01,NA,"orange","Average",1887.5
"3380","Wednesday",2013-01-02,NA,"orange","Average",3930.5
"3381","Thursday",2013-01-03,NA,"orange","Average",4008
"3382","Friday",2013-01-04,NA,"orange","Average",4214.5
"3383","Saturday",2013-01-05,NA,"orange","Average",2886.5
"3384","Sunday",2013-01-06,NA,"orange","Average",1984.5
"3385","Monday",2013-01-07,NA,"orange","Average",3612.5
"3386","Tuesday",2013-01-08,NA,"orange","Average",3731
"3387","Wednesday",2013-01-09,NA,"orange","Average",3683.5
"3388","Thursday",2013-01-10,NA,"orange","Average",3956.5
"3389","Friday",2013-01-11,NA,"orange","Average",4114
"3390","Saturday",2013-01-12,NA,"orange","Average",2482
"3391","Sunday",2013-01-13,NA,"orange","Average",1795
"3392","Monday",2013-01-14,NA,"orange","Average",3509
"3393","Tuesday",2013-01-15,NA,"orange","Average",3858
"3394","Wednesday",2013-01-16,NA,"orange","Average",3702
"3395","Thursday",2013-01-17,NA,"orange","Average",3923
"3396","Friday",2013-01-18,NA,"orange","Average",4534
"3397","Saturday",2013-01-19,NA,"orange","Average",3388
"3398","Sunday",2013-01-20,NA,"orange","Average",2420
